source,target,weight
3020_1,12474040_1,0.9767954989597308
3020_1,12484010_1,0.7739320414797521
3020_1,12484020_1,0.838229171718764
3020_1,12507010_1,0.8234515604786214
3020_1,12510010_1,0.7499162074242283
3020_1,12510020_1,0.7522974792972726
3020_1,12512010_1,0.7482635905538095
3020_1,12512020_1,0.8146529410576953
3020_1,12513010_1,0.758494172158929
3020_1,12513020_1,0.7766794931421023
3020_1,12516010_1,0.8322313290656738
3020_1,12516040_1,0.7528000103984728
3020_1,12529020_1,0.8265999464721532
3020_1,12543010_1,0.7607342927916416
3020_1,12573010_1,0.8156654662706126
3020_1,12586010_1,0.7547187752734225
3020_1,12588010_1,0.8256112346263269
3020_1,12588020_1,0.7654197121301238
3020_1,12596010_1,0.8237050129605958
3020_1,12611020_1,0.840369758329435
3020_1,12629010_1,0.8372995920959614
3020_1,12695030_1,0.7706277470044992
3020_1,12715020_1,0.8271930474065727
3020_1,12715030_1,0.7633685001732359
3020_1,12738010_1,0.7566831758316221
3020_1,12744010_1,0.8303042219480323
3020_1,12745020_1,0.7493590946325033
3020_1,12756010_1,0.7008424738888799
3020_1,12786010_1,0.82739813354275
3020_1,12821010_1,0.8346858145984555
3020_1,12864020_1,0.7646539876973224
3020_1,12887010_1,0.7385991267519558
3020_1,12909020_1,0.8147383908986386
3020_1,12920010_1,0.8421580572249856
3020_1,12964040_1,0.8894429748913589
3020_1,12967010_1,0.8397718368836944
3020_1,12979010_1,0.903976043979804
3020_1,12979020_1,0.7723524962471743
3020_1,12987020_1,0.8359755442548359
3020_1,13062010_1,0.775175733743606
3020_1,13063010_1,0.7576003439756607
3020_1,13140010_1,0.7586499489101957
3020_1,13142010_1,0.818711971450333
3020_1,13142020_1,0.7599814738268087
3020_1,13158010_1,0.8201174022976659
3020_1,13208010_1,0.7549785250886105
3020_1,13296010_1,0.7579584823754223
3020_1,13318010_1,0.7533329489365486
3020_1,13318020_1,0.8283441108627588
3020_1,13344010_1,0.7471115878320387
3020_1,13344040_1,0.8080150297313234
3020_1,13371010_1,0.8331198300556384
3020_1,13392020_1,0.8144811288679723
3020_1,13399010_1,0.764712261271055
3020_1,13433030_1,0.8379097023822759
3020_1,13552030_1,0.9112019732975096
3020_1,13561020_1,0.8294952446437969
3020_1,13583030_1,0.7652854197926778
3020_1,13598010_1,0.7602486763610722
3020_1,13598020_1,0.7675596256805035
3020_1,13601040_1,0.7575061731669688
3020_1,13612010_1,0.8368059713250382
3020_1,13631010_1,0.9042526264771368
3020_1,13671010_1,0.7639952640706085
3020_1,13671020_1,0.8257323412255404
3020_1,13699010_1,0.7617671864830448
3020_1,13734010_1,0.7611668925169301
3020_1,13734020_1,0.9117827100937974
3020_1,13738020_1,0.75947189171581
3020_1,13753010_1,0.7503458089094837
3020_1,13757030_1,0.7571206255703646
3020_1,13772020_1,0.956642762712018
3020_1,13772030_1,0.8357279462310314
3020_1,13784010_1,0.892224369786926
3020_1,13784040_1,0.7562057352654359
3020_1,13813010_1,0.9151026242332592
3020_1,13815010_1,0.8419891012533995
3020_1,13816010_1,0.761298274777694
3020_1,13816040_1,0.7724744614956787
3020_1,13817010_1,0.7567666819622648
3020_1,13817040_1,0.750101067103816
3020_1,13820010_1,0.7432278989075518
3020_1,13820020_1,0.8423015298715306
3020_1,13857010_1,0.8254942511217311
3020_1,13857020_1,0.9045985901012948
3020_1,13858030_1,0.8280761443604687
3020_1,13897010_1,0.7679338098101631
3020_1,13899010_1,0.8317033863364768
3020_1,13902010_1,0.8264402284417399
3020_1,13902020_1,0.8929582099609589
3020_1,13912010_1,0.7589989440500486
3020_1,13912020_1,0.769717913914052
3020_1,13915010_1,0.7638957262750381
3020_1,14028010_1,0.976377095935304
3020_1,14028020_1,0.913705879705821
3020_1,14043010_1,0.7594346802637378
3020_1,14043020_1,0.758258052866217
3020_1,14063010_1,0.7588988752160835
3020_1,14063020_1,0.7517198827629143
3020_1,14069010_1,0.7529343294936672
3020_1,14069020_1,0.8867583638015469
3020_1,14072010_1,0.9045450180012068
3020_1,14072040_1,0.7532306931712092
3020_1,14080020_1,0.7704911257137826
3020_1,14080030_1,0.913493847532551
3020_1,14081010_1,0.7579419093806581
3020_1,14081040_1,0.7475751222590692
3020_1,14085010_1,0.9065901528617348
3020_1,14092040_1,0.8196921619823809
3020_1,14098010_1,0.784952264828326
3020_1,14104010_1,0.7708516839745504
3020_1,14115020_1,0.8286995683419416
3020_1,14137010_1,0.8181915428458141
3020_1,14147010_1,0.7588304103706227
3020_1,14149030_1,0.8235228815422189
3020_1,14157010_1,0.8442058486496802
3020_1,14159030_1,0.7445084341898629
3020_1,14167010_1,0.8334359735411971
3020_1,14167040_1,0.8265658612170399
3020_1,14179010_1,0.8264156037659898
3020_1,14179040_1,0.748913593212775
3020_1,14212010_1,0.8326437726592248
3020_1,14212020_1,0.9086069149034232
3020_1,14214010_1,0.8420780765992422
3020_1,14215030_1,0.7521638562465892
3020_1,14223010_1,0.7260557724240585
3020_1,14224010_1,0.7539152507180802
3020_1,14234010_1,0.835033761726489
3020_1,14244020_1,0.833519953078161
3020_1,14247010_1,0.7571206255703646
3020_1,14247040_1,0.7537826719056875
3020_1,14251010_1,0.8142912874444761
3020_1,14252010_1,0.8286142272472329
3020_1,14259030_1,0.8302589817991941
3020_1,14270040_1,0.7678557320720014
3020_1,14307010_1,0.7459828098068906
3020_1,14332010_1,0.8354959678714362
3020_1,14341010_1,0.7616206579643927
3020_1,14359010_1,0.8355133381098887
3020_1,14359020_1,0.7499357786590255
3020_1,14397010_1,0.9001009569853892
3020_1,14397020_1,0.902453623109962
3020_1,14411010_1,0.7567542934677207
3020_1,14430020_1,0.7683721079067549
3020_1,14434020_1,0.9125750567711948
3020_1,14449040_1,0.7596507549153315
3020_1,14456020_1,0.8262351423055627
3020_1,14605010_1,0.7602237714150581
3020_1,14605040_1,0.9102789506953012
3020_1,14617020_1,0.7712068752484398
3020_1,14619020_1,0.7516567183530087
3020_1,14640010_1,0.7588509822766073
3020_1,14655030_1,0.8283550993781753
3020_1,14711010_1,0.7599230582311799
3020_1,14726010_1,0.7691912047856742
3020_1,14726040_1,0.8331188907900536
3020_1,14746010_1,0.7591821670473482
3020_1,14754010_1,0.7611700290053309
3020_1,14756040_1,0.771504742505623
3020_1,14758020_1,0.8096600415693288
3020_1,14758030_1,0.8174805153676852
3020_1,14782010_1,0.8906645340375131
3020_1,14787010_1,0.9036595152512752
3020_1,14830020_1,0.9763287295895068
3020_1,14869010_1,0.9841615815909652
3020_1,14869020_1,0.7515169938495532
3020_1,14872020_1,0.9052382121260036
3020_1,14955010_1,0.8214567356741913
3020_1,14959010_1,0.9052296805207836
3020_1,14959020_1,0.8267892235815928
3020_1,14996010_1,0.7534420560577165
3020_1,15023010_1,0.8373600526010683
3020_1,15023040_1,0.8319678273338676
3020_1,15048010_1,0.7556253874856467
3020_1,15056020_1,0.8342146648475697
3020_1,15056030_1,0.8306691540715485
3020_1,15080040_1,0.7491287759394161
3020_1,15129010_1,0.7430924601034936
3020_1,15172010_1,0.9044117801934932
3020_1,15189010_1,0.7479880457768544
3020_1,15189040_1,0.7690843319365126
3020_1,15204010_1,0.700711892645333
3020_1,15225010_1,0.8240778074025696
3020_1,15225020_1,0.8229971257443963
3020_1,15230010_1,0.7711946390672337
3020_1,15230020_1,0.7520943101136475
3020_1,15294010_1,0.9636448089182176
3020_1,15332040_1,0.7651790742083824
3020_1,15339010_1,0.7373909938207234
3020_1,15344010_1,0.7027844840433357
3020_1,15344020_1,0.7735802848030265
3020_1,15346030_1,0.8341196967951895
3020_1,15372010_1,0.8219710257767479
3020_1,15436010_1,0.8442967742237366
3020_1,15440040_1,0.7000650302482969
3020_1,15445040_1,0.8167931386518676
3020_1,15447020_1,0.7660647189802103
3020_1,15497010_1,0.7001294858910954
3020_1,15511010_1,0.7644277217740005
3020_1,15511040_1,0.7551713750435817
3020_1,15514020_1,0.8304276575005163
3020_1,15514030_1,0.9026545683130228
3020_1,15516010_1,0.8369948120773472
3020_1,15516020_1,0.7397516502206798
3020_1,15536010_1,0.8187149696903662
3020_1,15543010_1,0.8161989320735548
3020_1,15543020_1,0.8393749923714688
3020_1,15560040_1,0.7592946243758575
3020_1,15570040_1,0.912287955391238
3020_1,15591020_1,0.7630583967348467
3020_1,15593020_1,0.828800462549536
3020_1,15625010_1,0.7596407056654997
3020_1,15648020_1,0.8240208761758907
3020_1,15658010_1,0.8433772771264274
3020_1,15676040_1,0.8360825591258938
3020_1,15698010_1,0.9060608715590128
3020_1,15698040_1,0.7611668925169301
3020_1,15709030_1,0.7610549624532871
3020_1,15726010_1,0.7488795182491036
3020_1,15726040_1,0.7644662717995978
3020_1,15734040_1,0.8881602053370415
3020_1,15752020_1,0.7557666769743461
3020_1,15779040_1,0.8184019153525759
3020_1,15781010_1,0.8367876950966625
3020_1,15801040_1,0.7584777144283126
3020_1,15834010_1,0.7623509318108074
3020_1,15840020_1,0.8112951461793987
3020_1,15883010_1,0.8321783826852447
3020_1,15889020_1,0.7650243519868483
3020_1,15893020_1,0.7483270019583173
3020_1,15960010_1,0.8158103145398732
3020_1,15972010_1,0.7572462583456646
3020_1,15981010_1,0.76665779693041
3020_1,15981040_1,0.8357755921759054
3020_1,15982020_1,0.8213677335706
3020_1,15986010_1,0.8385145698651093
3020_1,15986040_1,0.8393984640626936
3020_1,15992020_1,0.7518200898452472
3020_1,15992030_1,0.8263155489969951
3020_1,15995010_1,0.756678260639037
3020_1,15995020_1,0.8891568268419573
3020_1,16022010_1,0.760674937930428
3020_1,16022040_1,0.8887283783412272
3020_1,16024010_1,0.8262671685862275
3020_1,16024020_1,0.8320362921793283
3020_1,16035010_1,0.7568484642764126
3020_1,16035040_1,0.7654990234691046
3020_1,16036040_1,0.7484407735039394
3020_1,16048020_1,0.7573266509721265
3020_1,16062010_1,0.7737492407746127
3020_1,16064040_1,0.902047081315213
3020_1,16086010_1,0.821960591283946
3020_1,16086020_1,0.7430054387593933
3020_1,16107010_1,0.9011407596646946
3020_1,16116010_1,0.766349207363104
3020_1,16119020_1,0.8422628851646692
3020_1,16162010_1,0.7622380521901378
3020_1,16162040_1,0.8455394658164033
3020_1,16174010_1,0.761988598619384
3020_1,16190010_1,0.7642602463978359
3020_1,16197010_1,0.7728161689225724
3020_1,16211010_1,0.7648366463805655
3020_1,16233010_1,0.7657263950363196
3020_1,16233020_1,0.7615473496233912
3020_1,16237030_1,0.7586253242344456
3020_1,16245010_1,0.7627422532492878
3020_1,16245040_1,0.8270263974040373
3020_1,16247030_1,0.7545345516049355
3020_1,16306010_1,0.7017638265331385
3020_1,16331010_1,0.8434928606518958
3020_1,16376020_1,0.7573718911209646
3020_1,16381010_1,0.8277973172996879
3020_1,16381040_1,0.8973293681185803
3020_1,16400010_1,0.8270427234041993
3020_1,16404010_1,0.9074181024388568
3020_1,16404020_1,0.7761326995790313
3020_1,16407010_1,0.8373600526010683
3020_1,16420020_1,0.8310561016472804
3020_1,16433010_1,0.9010648252908036
3020_1,16433020_1,0.8972490766912957
3020_1,16439020_1,0.8252388048444397
3020_1,16439030_1,0.7583846825391756
3020_1,16444010_1,0.7509934352745464
3020_1,16449020_1,0.8060405466476304
3020_1,16449030_1,0.8390688981357417
3020_1,16468040_1,0.760186559962986
3020_1,16471010_1,0.8276420781047291
3020_1,16478010_1,0.7596550917288897
3020_1,16484030_1,0.7548532096327647
3020_1,16491010_1,0.7638685026671952
3020_1,16500010_1,0.8956341985378152
3020_1,16500020_1,0.8166358915966213
3020_1,16528030_1,0.8106480944198342
3020_1,16528040_1,0.9126714107377322
3020_1,16558010_1,0.8464395913328853
3020_1,16558020_1,0.7736200824944133
3020_1,16566020_1,0.8444227346099327
3020_1,16570010_1,0.7617275308135543
3020_1,16606010_1,0.7601363277787976
3020_1,16612010_1,0.8392634077572209
3020_1,16631020_1,0.8995403186887649
3020_1,16650030_1,0.7002387350341597
3020_1,16659010_1,0.7564919344289982
3020_1,16659040_1,0.8253070765538433
3020_1,16681010_1,0.7512742496127314
3020_1,16700020_1,0.7657163457864878
3020_1,16706010_1,0.8976404890375117
3020_1,16706020_1,0.8389982463589067
3020_1,16711010_1,0.8301389335032419
3020_1,16715030_1,0.764739491396811
3020_1,16747020_1,0.7679047677045611
3020_1,16761010_1,0.8405492805242774
3020_1,16770010_1,0.781304167931685
3020_1,16789020_1,0.7535980695121438
3020_1,16799010_1,0.8283295354368405
3020_1,16799040_1,0.7576003439756607
3020_1,16810010_1,0.9760491052850376
3020_1,16827010_1,0.8274433736915882
3020_1,16841010_1,0.755931296132374
3020_1,16848010_1,0.7538685069896007
3020_1,16855020_1,0.7648366463805655
3020_1,16855030_1,0.8189365135571598
3020_1,16856010_1,0.7626226605211573
3020_1,16870010_1,0.8292217653592033
3020_1,16873030_1,0.823012386923384
3020_1,16904010_1,0.7434751079148576
3020_1,16925010_1,0.7599627036092285
3020_1,16925040_1,0.7573929288862129
3020_1,16931020_1,0.8272615122520335
3020_1,16931030_1,0.7563608465034686
3020_1,16933030_1,0.828365148628007
3020_1,16935010_1,0.9198089393150934
3020_1,16954010_1,0.8944050816998798
3020_1,16956010_1,0.8262119176089402
3020_1,16975040_1,0.8376701560394575
3020_1,16989010_1,0.767982034134064
3020_1,16996010_1,0.901253216993204
3020_1,16996020_1,0.9053687460289186
3020_1,17027040_1,0.7624518490026218
3020_1,17028010_1,0.7647694292008943
3020_1,17031010_1,0.8458829341089824
3020_1,17038030_1,0.760186559962986
3020_1,17042010_1,0.897975392449209
3020_1,17042020_1,0.8398901819460352
3020_1,17050020_1,0.7533532124423283
3020_1,17061010_1,0.7453000642398656
3020_1,17075010_1,0.7489678510659323
3020_1,17075020_1,0.760597671500925
3020_1,17077040_1,0.755143813533401
3020_1,17093040_1,0.8448499495098436
3020_1,17107010_1,0.7559796113640104
3020_1,17136010_1,0.7575317371083037
3020_1,17175010_1,0.7586243849688608
3020_1,17234040_1,0.7657720471858762
3020_1,17239010_1,0.8248337909857439
3020_1,17241010_1,0.832162864220213
3020_1,17279010_1,0.7639952640706085
3020_1,17279040_1,0.7596826532390704
3020_1,17303010_1,0.7487901576602909
3020_1,17356010_1,0.7505649867738164
3020_1,17363010_1,0.84052513954629
3020_1,17366010_1,0.7683722499286512
3020_1,17366020_1,0.7017616396017643
3020_1,17392010_1,0.7622392998559273
3020_1,17425010_1,0.7543424079859173
3020_1,17425040_1,0.7626494721282817
3020_1,17428010_1,0.9106564133352578
3020_1,17468010_1,0.8187149696903662
3020_1,17473010_1,0.7644021578326657
3020_1,17491010_1,0.911513790260952
3020_1,17491020_1,0.771466942383082
3020_1,17492040_1,0.8213677335706
3020_1,17521020_1,0.7525927373309214
3020_1,17527020_1,0.7547043151116519
3020_1,17623010_1,0.8311085475205917
3020_1,17623020_1,0.7709122865015536
3020_1,17626010_1,0.7539313976471556
3020_1,17635010_1,0.8238749081977667
3020_1,17641010_1,0.9172168688695984
3020_1,17750020_1,0.834419750983747
3020_1,17773040_1,0.750101067103816
3020_1,17790010_1,0.7017281186607077
3020_1,17790040_1,0.9080362170655252
3020_1,17833010_1,0.8453512329452543
3020_1,17833020_1,0.872418793371952
3020_1,17862010_1,0.7090489573695755
3020_1,17862040_1,0.8892168509899334
3020_1,17922010_1,0.7500647949173287
3020_1,17924040_1,0.7524341619935917
3020_1,17933010_1,0.7452073201680499
3020_1,17933020_1,0.8350848896091587
3020_1,17952010_1,0.758488702943729
3020_1,17952040_1,0.8263375503842403
3020_1,17978020_1,0.7352239513437648
3020_1,17980010_1,0.7672201051849841
3020_1,17980020_1,0.7687367700514489
3020_1,17986020_1,0.837811878111759
3020_1,17986030_1,0.7624121933331314
3020_1,18034010_1,0.7693449774501818
3020_1,18075040_1,0.8205696744569291
3020_1,18092010_1,0.7615542520933805
3020_1,18097010_1,0.7714333305342899
3020_1,18098010_1,0.7611668925169301
3020_1,18155020_1,0.7047516358469661
3020_1,18158010_1,0.822598791168623
3020_1,18163020_1,0.7653250754621682
3020_1,18163030_1,0.7009176377768309
3020_1,18166010_1,0.8201927761310289
3020_1,18175020_1,0.8997834275856731
3020_1,18199010_1,0.7529157359458374
3020_1,18200010_1,0.7541216280871503
3020_1,18210010_1,0.7507963328958396
3020_1,18210040_1,0.7513424304143994
3020_1,18212010_1,0.82739813354275
3020_1,18229010_1,0.764156888762132
3020_1,18245010_1,0.7679719848842322
3020_1,18264010_1,0.9619749971069044
3020_1,18304020_1,0.8381018830504846
3020_1,18309010_1,0.7010282728340523
3020_1,18309020_1,0.9051851813557524
3020_1,18345020_1,0.8841187921774587
3020_1,18352040_1,0.7639021079980742
3020_1,18363010_1,0.8305325327808321
3020_1,18417010_1,0.7597489682023472
3020_1,18421010_1,0.7543919338341529
3020_1,18439010_1,0.7514305700951711
3020_1,18439040_1,0.7398219603216482
3020_1,18451010_1,0.8260489581174204
3020_1,18481020_1,0.8207414866466519
3020_1,18481030_1,0.7414051360318312
3020_1,18483010_1,0.8381513986072784
3020_1,18508040_1,0.7758879577733637
3020_1,18525020_1,0.7536545681552206
3020_1,18531030_1,0.8412694001481542
3020_1,18539010_1,0.8316261199069739
3020_1,18566010_1,0.76665779693041
3020_1,18566020_1,0.7620437357047156
3020_1,18632030_1,0.7513424304143994
3020_1,18646020_1,0.7649946035452933
3020_1,18680020_1,0.8134547589215017
3020_1,18686020_1,0.7698976254714227
3020_1,18686030_1,0.7675807145599126
3020_1,18739010_1,0.7649538525233515
3020_1,18739040_1,0.7527272495621729
3020_1,18742040_1,0.8316151313915574
3020_1,18774010_1,0.7567805637450085
3020_1,18774020_1,0.743965825127012
3020_1,18828010_1,0.7541838494579425
3020_1,18889040_1,0.8310127784509943
3020_1,18896010_1,0.7638090798824659
3020_1,18896040_1,0.8468093913083546
3020_1,18983030_1,0.7658578822697896
3020_1,18990040_1,0.7759190447884438
3020_1,18992010_1,0.7006877516673456
3020_1,19047030_1,0.8400216691795052
3020_1,19049010_1,0.7538685069896007
3020_1,19053010_1,0.7669100017465948
3020_1,19054020_1,0.7543353199269283
3020_1,19058010_1,0.706002801412779
3020_1,19110010_1,0.762691125366618
3020_1,19187020_1,0.9014583298871296
3020_1,19280010_1,0.8316261199069739
3020_1,19286020_1,0.9061726596007594
3020_1,19298010_1,0.7538962067481492
3020_1,19298020_1,0.8847601788413817
3020_1,19338010_1,0.8308742402077258
3020_1,19338020_1,0.7594914629506073
3020_1,19373010_1,0.8364927211068065
3020_1,19389010_1,0.8308211518054005
3020_1,19389040_1,0.7547856751336394
3020_1,19424010_1,0.8276032196789271
3020_1,19433040_1,0.7655942385160872
3020_1,19442040_1,0.7581513323303934
3020_1,19454010_1,0.7630583967348467
3020_1,19454020_1,0.9044381451520452
3020_1,19458010_1,0.7582836168075519
3020_1,19458040_1,0.7416051687270556
3020_1,19496010_1,0.7578522685215815
3020_1,19501010_1,0.7552277316647622
3020_1,19535030_1,0.7741887251313914
3020_1,19536010_1,0.8299172743723005
3020_1,19536040_1,0.7636736551433783
3020_1,19537010_1,0.8344461159422989
3020_1,19585010_1,0.7481268745818287
3020_1,19620010_1,0.8266354176414235
3020_1,19621010_1,0.7579209522317036
3020_1,19621040_1,0.7836514965715125
3020_1,19626020_1,0.7615107971666398
3020_1,19629020_1,0.8264070965171819
3020_1,19687010_1,0.8427409809526476
3020_1,19704010_1,0.7488533220701965
3020_1,19705020_1,0.7505638272713779
3020_1,19715010_1,0.7770511960051532
3020_1,19738010_1,0.7475751222590692
3020_1,19742010_1,0.8340095787113926
3020_1,19770010_1,0.8286627356149263
3020_1,19773010_1,0.7647074881003662
3020_1,19796010_1,0.8483131507068509
3020_1,19806020_1,0.7706495051706708
3020_1,19857010_1,0.7545320806297687
3020_1,19857020_1,0.7619648096087048
3020_1,19973010_1,0.9847215646657974
3020_1,19973040_1,0.8353767168191722
3020_1,19995010_1,0.8284698856599552
3020_1,20042010_1,0.7576453806969999
3020_1,20077010_1,0.7589063382266006
3020_1,20077040_1,0.8964716330507128
3020_1,20114010_1,0.972309416271962
3020_1,20114040_1,0.8108150425311327
3020_1,20152010_1,0.8272208123442524
3020_1,20161020_1,0.8297094266992506
3020_1,20162010_1,0.7538394545925569
3020_1,20190010_1,0.8240005409730666
3020_1,20221010_1,0.7470115189980735
3020_1,20238010_1,0.7471783827195496
3020_1,20247010_1,0.7638090798824659
3020_1,20248010_1,0.899947853607644
3020_1,20248040_1,0.7658578822697896
3020_1,20256040_1,0.8488599442699218
3020_1,20259010_1,0.8288215003147843
3020_1,20259020_1,0.8238749081977667
3020_1,20293040_1,0.8408370985316287
3020_1,20306010_1,0.7468603222814387
3020_1,20306020_1,0.760186559962986
3020_1,20315020_1,0.8262325330820282
3020_1,20315030_1,0.8318211567933194
3020_1,20316020_1,0.8337095245228351
3020_1,20346010_1,0.8409043157112999
3020_1,20346020_1,0.8187149696903662
3020_1,20363010_1,0.8301150727955184
3020_1,20369010_1,0.8263251989388865
3020_1,20369020_1,0.7655711558413609
3020_1,20383010_1,0.7588988752160835
3020_1,20383040_1,0.7596048595447012
3020_1,20384010_1,0.7668684905301549
3020_1,20442010_1,0.7440616991693153
3020_1,20446010_1,0.7535289353799206
3020_1,20446020_1,0.7391047878236436
3020_1,20448020_1,0.8403798075792668
3020_1,20448030_1,0.8366653408316596
3020_1,20459010_1,0.7520361644968409
3020_1,20459020_1,0.8225991896532479
3020_1,20471010_1,0.8324835338818585
3020_1,20480010_1,0.7644144310630621
3020_1,20501010_1,0.8338011090922123
3020_1,20524010_1,0.768439325086426
3020_1,20524020_1,0.7654058673965705
3020_1,20527010_1,0.8289703577867069
3020_1,20527040_1,0.7629911795551755
3020_1,20540020_1,0.8097651906019954
3020_1,20554010_1,0.8271930474065727
3020_1,20554020_1,0.8974775295459918
3020_1,20558010_1,0.830334909655172
3020_1,20558020_1,0.755838041605047
3020_1,20559020_1,0.8245371573293799
3020_1,20559030_1,0.759646123766539
3020_1,20560010_1,0.7642898528174945
3020_1,20560020_1,0.9027569763917002
3020_1,20561010_1,0.758415526333182
3020_1,20561040_1,0.8222452460451481
3020_1,20575010_1,0.8268446882778208
3020_1,20588020_1,0.8395484745191415
3020_1,20674010_1,0.7464570627705153
3020_1,20678010_1,0.8279108559156783
3020_1,20678040_1,0.7639952640706085
3020_1,20679010_1,0.7650074040405559
3020_1,20692010_1,0.8954584756002232
3020_1,20692020_1,0.8323925750321404
3020_1,20696020_1,0.8273177409162882
3020_1,20700010_1,0.7631502282988261
3020_1,20712020_1,0.7413960298211129
3020_1,20712030_1,0.7503931745840935
3020_1,20777010_1,0.755895693232649
3020_1,20777040_1,0.8184977893948793
3020_1,20806010_1,0.8268613892295109
3020_1,20806040_1,0.8245569614938091
3020_1,20831010_1,0.8276059812157999
3020_1,20860020_1,0.8298807219155491
3020_1,20861020_1,0.8285025952923528
3020_1,20862010_1,0.7535725055708089
3020_1,20867010_1,0.8427409809526476
3020_1,20870020_1,0.8245207366479538
3020_1,20876010_1,0.7464039373189997
3020_1,20887040_1,0.7389754978129898
3020_1,20911020_1,0.8311519756895838
3020_1,20913040_1,0.7690734343288316
3020_1,21001010_1,0.755895693232649
3020_1,21002010_1,0.7652367694030882
3020_1,21002040_1,0.7579725741035779
3020_1,21003010_1,0.769977606097166
3020_1,21009020_1,0.840549611908702
3020_1,21011010_1,0.8947096044324498
3020_1,21012020_1,0.7596631331184338
3020_1,21012030_1,0.8315567157959285
3020_1,21015020_1,0.7553722663880971
3020_1,21019010_1,0.7608687782651447
3020_1,21040020_1,0.7592305333931454
3020_1,21040030_1,0.7473295794361845
3020_1,21072010_1,0.702234834262128
3020_1,21099010_1,0.9122145420775304
3020_1,21137020_1,0.7687972778971879
3020_1,21137030_1,0.8207777588331393
3020_1,21163010_1,0.8240300194357995
3020_1,21169010_1,0.8298478702612551
3020_1,21169040_1,0.9000094094652022
3020_1,21190010_1,0.9048034765835018
3020_1,21190040_1,0.8299736450584514
3020_1,21192010_1,0.7511706182246765
3020_1,21192040_1,0.8327881718785763
3020_1,21195010_1,0.7605008479015953
3020_1,21199010_1,0.7659245721845944
3020_1,21201010_1,0.7608945892010818
3020_1,21206020_1,0.7608837248690625
3020_1,21210010_1,0.8331928581263759
3020_1,21227010_1,0.7651726924853464
3020_1,21227020_1,0.7736570239676632
3020_1,21233010_1,0.7539290584024432
3020_1,21233020_1,0.7550125962787533
3020_1,21253010_1,0.9170992877752842
3020_1,21253040_1,0.8970398060548984
3020_1,21332020_1,0.7486248692155004
3020_1,21349020_1,0.8334584112855731
3020_1,21350010_1,0.8269980105202274
3020_1,21350040_1,0.7464826267118502
3020_1,21368010_1,0.828549196998936
3020_1,21390010_1,0.828134498550495
3020_1,21402020_1,0.706372739636616
3020_1,21402030_1,0.8415856997205798
3020_1,21410010_1,0.8356512070663948
3020_1,21412010_1,0.8270098614584634
3020_1,21412020_1,0.8248337909857439
3020_1,21416010_1,0.9089340980185592
3020_1,21416040_1,0.8286004669035021
3020_1,21423020_1,0.8194668493896142
3020_1,21435030_1,0.7612080658310323
3020_1,21440010_1,0.8390534167199003
3020_1,21442010_1,0.8382574062892358
3020_1,21448010_1,0.8321222692851379
3020_1,21448020_1,0.7615139271371274
3020_1,21452010_1,0.7706004695381111
3020_1,21464020_1,0.750660096848093
3020_1,21468010_1,0.7627422532492878
3020_1,21468020_1,0.8331198300556384
3020_1,21479010_1,0.7582470643508005
3020_1,21485030_1,0.8234767021277961
3020_1,21520010_1,0.764226303164619
3020_1,21582010_1,0.8376345428482909
3020_1,21583010_1,0.903105819218215
3020_1,21583020_1,0.8253576298310146
3020_1,21629040_1,0.7652885089404464
3020_1,21671010_1,0.8245583230515541
3020_1,21671020_1,0.8344809281162484
3020_1,21673010_1,0.8235228815422189
3020_1,21673020_1,0.9729110385201598
3020_1,21675020_1,0.7602537771426571
3020_1,21675030_1,0.7592305333931454
3020_1,21678010_1,0.9012764416898263
3020_1,21678020_1,0.8112852389514632
3020_1,21682010_1,0.7032675859316349
3020_1,21693010_1,0.7483892233291094
3020_1,21710020_1,0.7593296629615258
3020_1,21743010_1,0.7581606224834809
3020_1,21749010_1,0.7491143528268358
3020_1,21755020_1,0.7533094772453238
3020_1,21755030_1,0.896555551182074
3020_1,21764020_1,0.8269661262614589
3020_1,21774010_1,0.736492876164529
3020_1,21791020_1,0.7615535828066179
3020_1,21791030_1,0.8473539979400513
3020_1,21825020_1,0.7542542068995431
3020_1,21873010_1,0.7584828049184557
3020_1,21912020_1,0.9735153084132748
3020_1,21912030_1,0.8971815281271999
3020_1,21922020_1,0.7543829658718022
3020_1,21922030_1,0.7713247877271785
3020_1,21924010_1,0.7533002022549605
3020_1,21995010_1,0.7597753331608991
3020_1,21995020_1,0.7642016349217655
3020_1,21997010_1,0.7675929507411186
3020_1,21997040_1,0.8310917045470053
3020_1,22018010_1,0.7680149228375484
3020_1,22026010_1,0.8235924276751607
3020_1,22026020_1,0.9112292507638976
3020_1,22027030_1,0.8297806530815839
3020_1,22034020_1,0.7621991169215707
3020_1,22035010_1,0.7594712327204891
3020_1,22047020_1,0.8180524505799307
3020_1,22047030_1,0.7652367694030882
3020_1,22052010_1,0.8403989897975654
3020_1,22060020_1,0.771948705697856
3020_1,22061010_1,0.7018065713503976
3020_1,22067010_1,0.7503458089094837
3020_1,22132010_1,0.8302690310490259
3020_1,22137010_1,0.9193527399416542
3020_1,22174010_1,0.7643989125980304
3020_1,22229010_1,0.8379997219664094
3020_1,22242010_1,0.7517303440134646
3020_1,22242020_1,0.971380775914744
3020_1,22243010_1,0.8948372924086696
3020_1,22243020_1,0.7459828098068906
3020_1,22245020_1,0.746806821878395
3020_1,22261010_1,0.8269870220048109
3020_1,22262020_1,0.8286643952814343
3020_1,22266010_1,0.8331957579116162
